releaseTime,stableId,startLat,startLon,destLat,destLon
2021-10-11T06:00:25,P6-0006,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:25,P7-0006,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:30,P1-0007,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:30,P2-0007,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:30,P3-0007,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:30,P4-0007,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:30,P5-0007,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:30,P6-0007,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:30,P7-0007,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:35,P1-0008,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:35,P2-0008,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:35,P3-0008,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:35,P4-0008,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:35,P5-0008,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:35,P6-0008,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:35,P7-0008,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:40,P1-0009,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:40,P2-0009,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:40,P3-0009,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:40,P4-0009,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:40,P5-0009,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:40,P6-0009,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:40,P7-0009,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:45,P1-0010,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:45,P2-0010,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:45,P3-0010,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:45,P4-0010,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:45,P5-0010,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:45,P6-0010,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:45,P7-0010,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:50,P1-0011,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:50,P2-0011,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:50,P3-0011,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:50,P4-0011,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:50,P5-0011,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:50,P6-0011,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:50,P7-0011,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:00:55,P1-0012,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:00:55,P2-0012,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:00:55,P3-0012,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:00:55,P4-0012,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:00:55,P5-0012,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:00:55,P6-0012,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:00:55,P7-0012,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:00,P1-0013,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:00,P2-0013,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:00,P3-0013,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:00,P4-0013,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:00,P5-0013,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:00,P6-0013,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:00,P7-0013,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:05,P1-0014,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:05,P2-0014,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:05,P3-0014,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:05,P4-0014,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:05,P5-0014,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:05,P6-0014,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:05,P7-0014,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:10,P1-0015,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:10,P2-0015,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:10,P3-0015,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:10,P4-0015,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:10,P5-0015,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:10,P6-0015,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:10,P7-0015,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:15,P1-0016,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:15,P2-0016,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:15,P3-0016,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:15,P4-0016,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:15,P5-0016,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:15,P6-0016,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:15,P7-0016,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:20,P1-0017,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:20,P2-0017,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:20,P3-0017,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:20,P4-0017,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:20,P5-0017,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:20,P6-0017,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:20,P7-0017,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:25,P1-0018,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:25,P2-0018,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:25,P3-0018,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:25,P4-0018,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:25,P5-0018,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:25,P6-0018,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:25,P7-0018,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:30,P1-0019,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:30,P2-0019,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:30,P3-0019,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:30,P4-0019,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:30,P5-0019,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:30,P6-0019,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:30,P7-0019,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:35,P1-0020,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:35,P2-0020,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:35,P3-0020,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:35,P4-0020,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:35,P5-0020,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:35,P6-0020,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:35,P7-0020,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:40,P1-0021,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:40,P2-0021,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:40,P3-0021,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:40,P4-0021,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:40,P5-0021,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:40,P6-0021,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:40,P7-0021,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:45,P1-0022,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:45,P2-0022,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:45,P3-0022,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:45,P4-0022,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:45,P5-0022,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:45,P6-0022,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:45,P7-0022,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:50,P1-0023,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:50,P2-0023,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:50,P3-0023,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:50,P4-0023,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:50,P5-0023,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:50,P6-0023,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:50,P7-0023,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:01:55,P1-0024,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:01:55,P2-0024,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:01:55,P3-0024,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:01:55,P4-0024,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:01:55,P5-0024,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:01:55,P6-0024,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:01:55,P7-0024,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:00,P1-0025,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:00,P2-0025,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:00,P3-0025,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:00,P4-0025,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:00,P5-0025,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:00,P6-0025,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:00,P7-0025,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:05,P1-0026,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:05,P2-0026,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:05,P3-0026,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:05,P4-0026,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:05,P5-0026,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:05,P6-0026,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:05,P7-0026,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:10,P1-0027,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:10,P2-0027,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:10,P3-0027,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:10,P4-0027,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:10,P5-0027,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:10,P6-0027,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:10,P7-0027,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:15,P1-0028,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:15,P2-0028,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:15,P3-0028,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:15,P4-0028,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:15,P5-0028,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:15,P6-0028,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:15,P7-0028,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:20,P1-0029,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:20,P2-0029,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:20,P3-0029,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:20,P4-0029,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:20,P5-0029,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:20,P6-0029,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:20,P7-0029,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:25,P1-0030,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:25,P2-0030,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:25,P3-0030,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:25,P4-0030,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:25,P5-0030,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:25,P6-0030,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:25,P7-0030,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:30,P1-0031,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:30,P2-0031,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:30,P3-0031,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:30,P4-0031,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:30,P5-0031,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:30,P6-0031,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:30,P7-0031,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:35,P1-0032,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:35,P2-0032,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:35,P3-0032,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:35,P4-0032,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:35,P5-0032,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:35,P6-0032,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:35,P7-0032,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:40,P1-0033,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:40,P2-0033,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:40,P3-0033,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:40,P4-0033,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:40,P5-0033,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:40,P6-0033,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:40,P7-0033,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:45,P1-0034,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:45,P2-0034,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:45,P3-0034,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:45,P4-0034,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:45,P5-0034,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:45,P6-0034,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:45,P7-0034,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:50,P1-0035,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:50,P2-0035,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:50,P3-0035,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:50,P4-0035,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:50,P5-0035,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:50,P6-0035,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:50,P7-0035,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:02:55,P1-0036,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:02:55,P2-0036,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:02:55,P3-0036,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:02:55,P4-0036,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:02:55,P5-0036,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:02:55,P6-0036,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:02:55,P7-0036,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:00,P1-0037,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:00,P2-0037,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:00,P3-0037,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:00,P4-0037,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:00,P5-0037,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:00,P6-0037,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:00,P7-0037,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:05,P1-0038,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:05,P2-0038,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:05,P3-0038,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:05,P4-0038,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:05,P5-0038,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:05,P6-0038,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:05,P7-0038,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:10,P1-0039,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:10,P2-0039,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:10,P3-0039,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:10,P4-0039,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:10,P5-0039,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:10,P6-0039,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:10,P7-0039,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:15,P1-0040,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:15,P2-0040,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:15,P3-0040,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:15,P4-0040,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:15,P5-0040,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:15,P6-0040,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:15,P7-0040,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:20,P1-0041,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:20,P2-0041,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:20,P3-0041,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:20,P4-0041,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:20,P5-0041,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:20,P6-0041,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:20,P7-0041,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:25,P1-0042,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:25,P2-0042,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:25,P3-0042,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:25,P4-0042,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:25,P5-0042,45.3876035,-75.6950176,45.3896198,-75.694494
2021-10-11T06:03:25,P6-0042,45.3885825,-75.6970087,45.3896198,-75.694494
2021-10-11T06:03:25,P7-0042,45.388917569401215,-75.69595277883728,45.3896198,-75.694494
2021-10-11T06:03:30,P1-0043,45.38102036933288,-75.7008583198179,45.3792575,-75.7004525
2021-10-11T06:03:30,P2-0043,45.38390667961675,-75.69632414571365,45.3792575,-75.7004525
2021-10-11T06:03:30,P3-0043,45.3847,-75.6919,45.3792575,-75.7004525
2021-10-11T06:03:30,P4-0043,45.385682818310016,-75.69505807743009,45.3792575,-75.7004525
2021-10-11T06:03:30,P5-0043,45.3876035,-75.6950176,45.3896198,-75.694494
